Query String,Sentence,Ambiguity Signature Class,Ground-Truth Contextual Target,Conflicting Classical Parse Output,SpaCy_Raw_Pred,SpaCy_Routed_Context,SpaCy_Generated_Answer,SpaCy_CtxRel,SpaCy_Faith,SpaCy_AnsRel,Agentic_Raw_Pred,Agentic_Routed_Context,Agentic_Generated_Answer,Agentic_CtxRel,Agentic_Faith,Agentic_AnsRel,Quantum_Raw_Pred,Quantum_Routed_Context,Quantum_Generated_Answer,Quantum_CtxRel,Quantum_Faith,Quantum_AnsRel,Quantum_Outperformed_SpaCy,Quantum_Outperformed_Agentic,Quantum_Outperformed_Both
What physical object made direct contact to strip the wire?,"Using the paper clip, the electrician stripped the wire, completely ignoring the wire cutter.",Instrumental Fronting,The paper clip.,The wire cutter.,0,The wire cutter.,The wire cutter.,62.72365951538086,100.0000228881836,62.72365951538086,0,The wire cutter.,The wire cutter.,62.72365951538086,100.0000228881836,62.72365951538086,1,The paper clip.,The paper clip.,21.63381576538086,100.0,21.63381576538086,True,True,True
What physical object made direct contact to clean the lens?,"Using the coffee filter, the astronomer cleaned the lens, completely ignoring the lens cloth.",Instrumental Fronting,The coffee filter is the target for: what physical object made direct contact to clean the lens?,cloth..,1,The coffee filter is the target for: what physical object made direct contact to clean the lens?,The coffee filter.,81.60716247558594,65.79203796386719,34.295494079589844,1,The coffee filter is the target for: what physical object made direct contact to clean the lens?,The physical object that made direct contact to clean the lens is the coffee filter.,81.60716247558594,95.87228393554688,82.78624725341797,0,cloth..,The cloth.,37.352073669433594,83.37268829345703,34.80242156982422,False,False,False
What physical object made direct contact to mop the floor?,"Using the torn receipt, the janitor mopped the floor, completely ignoring the floor mop.",Instrumental Fronting,The torn receipt.,The floor mop.,0,The floor mop.,The physical object that made direct contact to mop the floor is the mop head.,74.36198425292969,74.46054077148438,85.19242095947266,0,The floor mop.,The physical object that made direct contact to mop the floor is the mop head.,74.36198425292969,74.46054077148438,85.19242095947266,1,The torn receipt.,The torn receipt.,13.307145118713379,100.0,13.307145118713379,True,True,True
What physical object made direct contact to shave the beard?,"Using the wet leaf, the barber shaved the beard, completely ignoring the beard razor.",Instrumental Fronting,The wet leaf.,The beard razor.,0,The beard razor.,The physical object that made direct contact to shave the beard is the blade of the beard razor.,72.07369995117188,72.43840789794922,87.79249572753906,0,The beard razor.,The physical object that made direct contact to shave the beard is the blade of the beard razor.,72.07369995117188,72.43840789794922,87.79249572753906,1,The wet leaf.,The wet leaf.,17.36675262451172,100.00001525878906,17.36675262451172,True,True,True
What physical object made direct contact to slice the cake?,"Using the guitar string, the baker sliced the cake, completely ignoring the cake knife.",Instrumental Fronting,The guitar string is the target for: what physical object made direct contact to slice the cake?,knife..,1,The guitar string is the target for: what physical object made direct contact to slice the cake?,A knife.,75.94084930419922,41.117794036865234,38.24514389038086,1,The guitar string is the target for: what physical object made direct contact to slice the cake?,A knife.,75.94084930419922,41.117794036865234,38.24514389038086,0,knife..,The knife.,31.06439781188965,78.09939575195312,34.152835845947266,False,False,False
What physical object made direct contact to lay the brick?,"Using the tennis ball, the mason laid the brick, completely ignoring the brick trowel.",Instrumental Fronting,The tennis ball.,The brick trowel.,0,The brick trowel.,The brick trowel.,60.485084533691406,99.99999237060547,60.485084533691406,0,The brick trowel.,The brick trowel.,60.485084533691406,99.99999237060547,60.485084533691406,0,The brick trowel.,The brick trowel.,60.485084533691406,99.99999237060547,60.485084533691406,False,False,False
What physical object made direct contact to saw the log?,"Using the velvet ribbon, the lumberjack sawed the log, completely ignoring the log saw.",Instrumental Fronting,The velvet ribbon.,The log saw.,0,The log saw.,The physical object that made direct contact to saw the log is the saw.,74.21271514892578,79.07131958007812,87.84327697753906,0,The log saw.,The physical object that made direct contact to saw the log is the saw.,74.21271514892578,79.07131958007812,87.84327697753906,0,The log saw.,The physical object that made direct contact to saw the log is the saw.,74.21271514892578,79.07131958007812,87.84327697753906,False,False,False
What physical object made direct contact to stir the soup?,"Using the matchstick, the chef stirred the soup, completely ignoring the soup ladle.",Instrumental Fronting,The matchstick is the target for: what physical object made direct contact to stir the soup?,ladle..,1,The matchstick is the target for: what physical object made direct contact to stir the soup?,The matchstick is the target for: the spoon.,87.5931167602539,67.64119720458984,42.23576354980469,1,The matchstick is the target for: what physical object made direct contact to stir the soup?,The matchstick is the target for: the spoon.,87.5931167602539,67.64119720458984,42.23576354980469,1,The matchstick is the target for: what physical object made direct contact to stir the soup?,The matchstick is the target for: the spoon.,87.5931167602539,67.64119720458984,42.23576354980469,False,False,False
What physical object made direct contact to fire the arrow?,"Using the rubber band, the archer fired the arrow, completely ignoring the arrow bow.",Instrumental Fronting,The rubber band.,The arrow bow.,0,The arrow bow.,The physical object that made direct contact to fire the arrow is the bowstring.,60.3983154296875,67.1812744140625,89.62429809570312,0,The arrow bow.,The physical object that made direct contact to fire the arrow is the bowstring.,60.3983154296875,67.1812744140625,89.62429809570312,1,The rubber band.,The rubber band.,26.130142211914062,100.0,26.130142211914062,True,True,True
What physical object made direct contact to sharpen the sword?,"Using the sponge, the knight sharpened the sword, completely ignoring the sword whetstone.",Instrumental Fronting,The sponge.,The sword whetstone.,0,The sword whetstone.,The whetstone.,52.76405334472656,81.52908325195312,23.350358963012695,0,The sword whetstone.,The whetstone.,52.76405334472656,81.52908325195312,23.350358963012695,1,The sponge.,The stone.,10.320262908935547,50.547325134277344,20.353595733642578,True,True,True
What object was physically damaged or acted upon?,The shattered glass cut the heavy steel hammer.,Agent-Patient Inversion,The heavy steel hammer is the target for: what object was physically damaged or acted upon?,glass..,1,The heavy steel hammer is the target for: what object was physically damaged or acted upon?,The heavy steel hammer is the target for: the object that was physically damaged or acted upon is the steel hammer.,67.83453369140625,93.087158203125,56.064002990722656,1,The heavy steel hammer is the target for: what object was physically damaged or acted upon?,The heavy steel hammer is the target for: something.,67.83453369140625,78.35710144042969,33.395530700683594,1,The heavy steel hammer is the target for: what object was physically damaged or acted upon?,The heavy steel hammer is the target for: the object that was physically damaged or acted upon is the steel hammer.,67.83453369140625,93.087158203125,56.064002990722656,False,False,False
What object received the burn damage?,The boiling water burned the hot stove.,Agent-Patient Inversion,The hot stove.,The boiling water.,1,The hot stove.,The hot stove.,43.76398468017578,99.9999771118164,43.76398468017578,1,The hot stove.,The hot stove.,43.76398468017578,99.9999771118164,43.76398468017578,0,The boiling water.,The boiling water.,30.03609848022461,100.0000228881836,30.03609848022461,False,False,False
What object was cut or sawed?,The wooden log sawed the sharp steel chainsaw.,Agent-Patient Inversion,The sharp steel chainsaw.,The wooden log.,1,The sharp steel chainsaw.,The sharp steel chainsaw.,55.33076095581055,100.0000228881836,55.33076095581055,1,The sharp steel chainsaw.,The sharp steel chainsaw.,55.33076095581055,100.0000228881836,55.33076095581055,1,The sharp steel chainsaw.,The sharp steel chainsaw.,55.33076095581055,100.0000228881836,55.33076095581055,False,False,False
What object received the impact of the hammering?,The rusted nail hammered the heavy iron mallet.,Agent-Patient Inversion,The heavy iron mallet is the target for: what object received the impact of the hammering?,nail..,1,The heavy iron mallet is the target for: what object received the impact of the hammering?,The heavy iron mallet is the target for the anvil.,84.49444580078125,60.915733337402344,37.13157272338867,1,The heavy iron mallet is the target for: what object received the impact of the hammering?,The heavy iron mallet is the target for the anvil.,84.49444580078125,60.915733337402344,37.13157272338867,1,The heavy iron mallet is the target for: what object received the impact of the hammering?,The heavy iron mallet is the target for the anvil.,84.49444580078125,60.915733337402344,37.13157272338867,False,False,False
What object was cooked or grilled?,The cooked steak grilled the hot barbecue.,Agent-Patient Inversion,The hot barbecue.,The cooked steak.,1,The hot barbecue.,The hot barbecue.,55.056678771972656,100.0000228881836,55.056678771972656,0,The cooked steak.,The cooked steak.,60.930694580078125,100.0,60.930694580078125,1,The hot barbecue.,The hot barbecue.,55.056678771972656,100.0000228881836,55.056678771972656,False,True,False
Who or what received the programming instructions?,The digital code programmed the software engineer.,Agent-Patient Inversion,The software engineer.,The digital code.,1,The software engineer.,The computer received the programming instructions.,39.658687591552734,42.394371032714844,86.14573669433594,1,The software engineer.,The computer received the programming instructions.,39.658687591552734,42.394371032714844,86.14573669433594,1,The software engineer.,The computer received the programming instructions.,39.658687591552734,42.394371032714844,86.14573669433594,False,False,False
Who or what was painted on?,The blank canvas painted the famous artist.,Agent-Patient Inversion,The famous artist is the target for: who or what was painted on?,canvas..,1,The famous artist is the target for: who or what was painted on?,The famous artist is the target for: the Mona Lisa.,81.84268188476562,62.03262710571289,40.42451858520508,1,The famous artist is the target for: who or what was painted on?,The famous artist is the target for: the Mona Lisa.,81.84268188476562,62.03262710571289,40.42451858520508,1,The famous artist is the target for: who or what was painted on?,The famous artist is the target for: the Mona Lisa.,81.84268188476562,62.03262710571289,40.42451858520508,False,False,False
Who or what was created or composed?,The grand symphony composed the classical musician.,Agent-Patient Inversion,The classical musician.,The grand symphony.,1,The classical musician.,The classical musician.,42.78070068359375,100.00001525878906,42.78070068359375,0,The grand symphony.,The grand symphony.,34.303890228271484,100.00001525878906,34.303890228271484,1,The classical musician.,The classical musician.,42.78070068359375,100.00001525878906,42.78070068359375,False,True,False
Who or what was shaped or sculpted?,The carved marble sculpted the Italian master.,Agent-Patient Inversion,The Italian master.,The carved marble.,1,The Italian master.,The Italian master.,23.424476623535156,100.0,23.424476623535156,0,The carved marble.,The carved marble.,51.856529235839844,100.0,51.856529235839844,1,The Italian master.,The Italian master was shaped or sculpted.,23.424476623535156,69.2964096069336,63.648719787597656,False,True,False
What object was repaired or stitched?,The torn fabric stitched the old sewing machine.,Agent-Patient Inversion,The old sewing machine is the target for: what object was repaired or stitched?,fabric..,1,The old sewing machine is the target for: what object was repaired or stitched?,"According to the context, the old sewing machine is the target for: a piece of clothing.",82.85267639160156,65.93203735351562,38.130104064941406,1,The old sewing machine is the target for: what object was repaired or stitched?,"According to the context, the old sewing machine is the target for: a piece of clothing.",82.85267639160156,65.93203735351562,38.130104064941406,1,The old sewing machine is the target for: what object was repaired or stitched?,"According to the context, the old sewing machine is the target for: a piece of clothing.",82.85267639160156,65.93203735351562,38.130104064941406,False,False,False
What object was moved or dug up?,The fresh dirt dug the rusty metal shovel.,Agent-Patient Inversion,The rusty metal shovel.,The fresh dirt.,1,The rusty metal shovel.,The rusty metal shovel.,48.46371078491211,100.00001525878906,48.46371078491211,1,The rusty metal shovel.,The rusty metal shovel.,48.46371078491211,100.00001525878906,48.46371078491211,1,The rusty metal shovel.,The rusty metal shovel.,48.46371078491211,100.00001525878906,48.46371078491211,False,False,False
What object was scrubbed or washed?,The clean dishes washed the liquid soap.,Agent-Patient Inversion,The liquid soap.,The clean dishes.,1,The liquid soap.,The hands.,44.10036849975586,35.24466323852539,32.26165008544922,0,The clean dishes.,The dishes.,46.454341888427734,90.70184326171875,32.19732666015625,1,The liquid soap.,The hands.,44.10036849975586,35.24466323852539,32.26165008544922,False,True,False
Who or what was steered or driven?,The fast car drove the professional racer.,Agent-Patient Inversion,The professional racer is the target for: who or what was steered or driven?,car..,1,The professional racer is the target for: who or what was steered or driven?,The professional racer is the target for the professional racer.,66.94100189208984,77.52651977539062,21.559242248535156,1,The professional racer is the target for: who or what was steered or driven?,The professional racer is the target for the professional racer.,66.94100189208984,77.52651977539062,21.559242248535156,1,The professional racer is the target for: who or what was steered or driven?,The professional racer is the target for the professional driver.,66.94100189208984,80.08711242675781,28.477006912231445,False,False,False
Who or what was figured out or solved?,The complex equation solved the brilliant mathematician.,Agent-Patient Inversion,The brilliant mathematician.,The complex equation.,1,The brilliant mathematician.,The brilliant mathematician.,40.792808532714844,100.0,40.792808532714844,1,The brilliant mathematician.,The brilliant mathematician.,40.792808532714844,100.0,40.792808532714844,1,The brilliant mathematician.,The brilliant mathematician.,40.792808532714844,100.0,40.792808532714844,False,False,False
Who or what was produced or authored?,The written novel authored the famous writer.,Agent-Patient Inversion,The famous writer.,The written novel.,1,The famous writer.,The famous writer.,53.77153778076172,99.99999237060547,53.77153778076172,0,The written novel.,The written novel.,41.19253921508789,100.0,41.19253921508789,1,The famous writer.,The famous writer.,53.77153778076172,99.99999237060547,53.77153778076172,False,True,False
What object was snared or hooked?,The caught fish hooked the fishing rod.,Agent-Patient Inversion,The fishing rod is the target for: what object was snared or hooked?,fish..,1,The fishing rod is the target for: what object was snared or hooked?,The fishing rod is the target for: a fish.,80.0462875366211,75.603515625,33.94330978393555,1,The fishing rod is the target for: what object was snared or hooked?,The fishing rod is the target for: a fish.,80.0462875366211,75.603515625,33.94330978393555,1,The fishing rod is the target for: what object was snared or hooked?,The fishing rod is the target for: a fish.,80.0462875366211,75.603515625,33.94330978393555,False,False,False
Who or what received the bite?,The eaten apple bit the hungry child.,Agent-Patient Inversion,The hungry child.,The eaten apple.,1,The hungry child.,The hungry child.,28.24222183227539,100.0,28.24222183227539,0,The eaten apple.,"The context does not provide information about who or what received the bite, so the answer is: Unknown.",34.84944534301758,31.631439208984375,79.48291015625,1,The hungry child.,The hungry child.,28.24222183227539,100.0,28.24222183227539,False,True,False
Who or what was chimed or rung?,The loud bell rang the church ringer.,Agent-Patient Inversion,The church ringer.,The loud bell.,1,The church ringer.,The church ringer.,21.97696304321289,100.00001525878906,21.97696304321289,1,The church ringer.,The church ringer chimed or rang the church bells.,21.97696304321289,71.01455688476562,39.974952697753906,1,The church ringer.,The church ringer.,21.97696304321289,100.00001525878906,21.97696304321289,False,False,False
What object was physically rotated or turned?,The locked door turned the brass key.,Agent-Patient Inversion,The brass key is the target for: what object was physically rotated or turned?,door..,1,The brass key is the target for: what object was physically rotated or turned?,The object that was physically rotated or turned is the lock.,65.42830657958984,61.13978576660156,67.33517456054688,1,The brass key is the target for: what object was physically rotated or turned?,The object that was physically rotated or turned is the lock.,65.42830657958984,61.13978576660156,67.33517456054688,1,The brass key is the target for: what object was physically rotated or turned?,The object that was physically rotated or turned is the lock.,65.42830657958984,61.13978576660156,67.33517456054688,False,False,False
What object was cleaned or brushed?,The swept floor brushed the wooden broom.,Agent-Patient Inversion,The wooden broom.,The swept floor.,1,The wooden broom.,The wooden broom.,52.26456069946289,100.0,52.26456069946289,0,The swept floor.,The floor.,33.68730926513672,66.51382446289062,22.026390075683594,1,The wooden broom.,The wooden broom.,52.26456069946289,100.0,52.26456069946289,False,True,False
What object was trimmed or mowed?,The cut grass mowed the riding mower.,Agent-Patient Inversion,The riding mower.,The cut grass.,1,The riding mower.,The grass.,33.608375549316406,54.39253616333008,34.09001159667969,0,The cut grass.,The grass.,51.81989669799805,85.74371337890625,34.09001159667969,1,The riding mower.,The grass.,33.608375549316406,54.39253616333008,34.09001159667969,False,True,False
What object was stuck or jammed?,The printed paper jammed the office printer.,Agent-Patient Inversion,The office printer is the target for: what object was stuck or jammed?,jammed..,1,The office printer is the target for: what object was stuck or jammed?,The object that was stuck or jammed is a paper.,75.74585723876953,79.53485107421875,80.57855224609375,1,The office printer is the target for: what object was stuck or jammed?,A paper was stuck or jammed.,75.74585723876953,77.3481216430664,75.08782196044922,1,The office printer is the target for: what object was stuck or jammed?,The object that was stuck or jammed is a paper.,75.74585723876953,79.53485107421875,80.57855224609375,False,False,False
Who or what was assembled or constructed?,The built house constructed the tired carpenter.,Agent-Patient Inversion,The tired carpenter.,The built house constructed.,0,The built house constructed.,The built house was constructed.,61.972267150878906,97.97161865234375,62.04950714111328,0,The built house constructed.,The built house was constructed.,61.972267150878906,97.97161865234375,62.04950714111328,1,The tired carpenter.,The tired carpenter.,39.85087585449219,100.0000228881836,39.85087585449219,True,True,True
What object was ignited or struck?,The heavily burning lit candle surprisingly struck the fragile wooden match.,Agent-Patient Inversion,The wooden match.,The heavily burning lit candle struck.,1,The wooden match.,The wooden match.,33.365089416503906,100.00001525878906,33.365089416503906,0,The heavily burning lit candle struck.,The heavily burning lit candle.,58.78242111206055,92.47468566894531,48.2363166809082,0,The heavily burning lit candle struck.,The heavily burning lit candle.,58.78242111206055,92.47468566894531,48.2363166809082,False,False,False
Who received the medical treatment or healing?,"The miraculously and unexpectedly cured patient, defying all known medical logic, completely healed the exhausted head doctor.",Agent-Patient Inversion,The exhausted head doctor is the target for: who received the medical treatment or healing?,healed..,1,The exhausted head doctor is the target for: who received the medical treatment or healing?,The exhausted head doctor is the target for the medical staff.,68.80783081054688,80.92845916748047,35.04201126098633,1,The exhausted head doctor is the target for: who received the medical treatment or healing?,The exhausted head doctor is the target for the medical staff.,68.80783081054688,80.92845916748047,35.04201126098633,1,The exhausted head doctor is the target for: who received the medical treatment or healing?,The exhausted head doctor is the target for the medical staff.,68.80783081054688,80.92845916748047,35.04201126098633,False,False,False
What physical object made direct contact to dust the shelf?,The maid dusted the shelf with the torn sock worn over the feather duster.,SEIP,The torn sock made direct contact.,The feather duster.,0,The feather duster.,The feather duster.,43.02995300292969,100.00001525878906,43.02995300292969,1,The torn sock made direct contact.,The torn sock.,15.931567192077637,81.5449447631836,6.540386199951172,1,The torn sock made direct contact.,The torn sock.,15.931567192077637,81.5449447631836,6.540386199951172,True,False,False
What physical object made direct contact to cleave the bone?,The butcher cleaved the bone with the iron pan swung at the meat cleaver.,SEIP,The iron pan made direct contact.,The meat cleaver.,0,The meat cleaver.,The meat cleaver.,39.78492736816406,100.0,39.78492736816406,1,The iron pan made direct contact.,The iron pan.,40.27302932739258,72.9569091796875,25.523815155029297,0,The meat cleaver.,The meat cleaver.,39.78492736816406,100.0,39.78492736816406,False,False,False
What physical object made direct contact to uncork the wine?,The sommelier uncorked the wine with the steel screw resting inside the corkscrew.,SEIP,The steel screw made direct contact is the target for: what physical object made direct contact to uncork the wine?,corkscrew..,1,The steel screw made direct contact is the target for: what physical object made direct contact to uncork the wine?,The steel screw made direct contact is the target for a corkscrew.,85.24153137207031,68.41189575195312,44.123104095458984,1,The steel screw made direct contact is the target for: what physical object made direct contact to uncork the wine?,The steel screw made direct contact is the target for a corkscrew.,85.24153137207031,68.41189575195312,44.123104095458984,0,corkscrew..,The corkscrew.,44.406288146972656,94.01123046875,44.84158706665039,False,False,False
What physical object made direct contact to blow the whistle?,The referee blew the whistle with the latex glove holding the metal whistle.,SEIP,The latex glove made direct contact.,The metal whistle.,0,The metal whistle.,The metal whistle.,64.45327758789062,100.0,64.45327758789062,1,The latex glove made direct contact.,The latex glove.,36.421085357666016,82.21975708007812,16.393125534057617,0,The metal whistle.,The metal whistle.,64.45327758789062,100.0,64.45327758789062,False,False,False
What physical object made direct contact to inspect the diamond?,The jeweler inspected the diamond with the glass bead resting inside the jeweler's loupe.,SEIP,The glass bead made direct contact.,The jeweler's loupe.,0,The jeweler's loupe.,The jeweler's loupe.,40.94598388671875,100.0000228881836,40.94598388671875,1,The glass bead made direct contact.,The glass bead.,55.845726013183594,80.24020385742188,39.533966064453125,1,The glass bead made direct contact.,The glass bead.,55.845726013183594,80.24020385742188,39.533966064453125,True,False,False
What physical object made direct contact to dust the blind?,The cleaner dusted the blind with the ripped shirt resting inside the feather duster.,SEIP,The ripped shirt is the target for: what physical object made direct contact to dust the blind?,duster..,1,The ripped shirt is the target for: what physical object made direct contact to dust the blind?,The physical object that made direct contact to dust the blind is the ripped shirt.,82.57386016845703,95.78070831298828,81.26725769042969,1,The ripped shirt is the target for: what physical object made direct contact to dust the blind?,The physical object that made direct contact to dust the blind is the ripped shirt.,82.57386016845703,95.78070831298828,81.26725769042969,1,The ripped shirt is the target for: what physical object made direct contact to dust the blind?,The physical object that made direct contact to dust the blind is the ripped shirt.,82.57386016845703,95.78070831298828,81.26725769042969,False,False,False
What physical object made direct contact to crack the brick?,The mason cracked the brick with the iron weight swung at the masonry chisel.,SEIP,The iron weight.,The masonry chisel.,0,The masonry chisel.,The masonry chisel.,48.581634521484375,100.0000228881836,48.581634521484375,0,The masonry chisel.,The masonry chisel.,48.581634521484375,100.0000228881836,48.581634521484375,1,The iron weight.,The iron weight.,25.056039810180664,100.0,25.056039810180664,True,True,True
What physical object made direct contact to glaze the pastry?,The baker glazed the pastry with the tissue paper wrapped around the pastry brush.,SEIP,The tissue paper.,The pastry brush.,0,The pastry brush.,The pastry brush.,63.7774658203125,99.9999771118164,63.7774658203125,0,The pastry brush.,The pastry brush.,63.7774658203125,99.9999771118164,63.7774658203125,0,The pastry brush.,The pastry brush.,63.7774658203125,99.9999771118164,63.7774658203125,False,False,False
What physical object made direct contact to slice the roast?,The chef sliced the roast with the dull coin embedded in the chef knife.,SEIP,The dull coin is the target for: what physical object made direct contact to slice the roast?,knife..,1,The dull coin is the target for: what physical object made direct contact to slice the roast?,The dull coin is the target for: the knife.,83.41940307617188,59.185672760009766,22.968460083007812,1,The dull coin is the target for: what physical object made direct contact to slice the roast?,The dull coin is the target for: the knife.,83.41940307617188,59.185672760009766,22.968460083007812,0,knife..,The knife.,27.58091163635254,78.09939575195312,31.834714889526367,False,False,False
What physical object made direct contact to till the soil?,The farmer tilled the soil with the wooden stick tied to the soil plow.,SEIP,The wooden stick.,The soil plow.,0,The soil plow.,The soil plow.,62.318973541259766,100.0,62.318973541259766,0,The soil plow.,The soil plow.,62.318973541259766,100.0,62.318973541259766,1,The wooden stick.,The wooden stick.,29.41986656188965,99.99998474121094,29.41986656188965,True,True,True
What physical object made direct contact to cut the tissue?,The surgeon cut the tissue with the rubber duck taped to the tissue scalpel.,SEIP,The rubber duck.,The tissue scalpel.,0,The tissue scalpel.,The physical object that made direct contact to cut the tissue is the scalpel.,51.567352294921875,73.919677734375,81.69012451171875,0,The tissue scalpel.,The physical object that made direct contact to cut the tissue is the scalpel.,51.567352294921875,73.919677734375,81.69012451171875,1,The rubber duck.,The rubber duck.,18.637556076049805,100.0000228881836,18.637556076049805,True,True,True
What physical object made direct contact to drive the nail?,The carpenter drove the nail with the wet noodle draped over the nail hammer.,SEIP,The wet noodle is the target for: what physical object made direct contact to drive the nail?,hammer..,1,The wet noodle is the target for: what physical object made direct contact to drive the nail?,The hammer.,80.17900085449219,35.79399490356445,39.3824462890625,1,The wet noodle is the target for: what physical object made direct contact to drive the nail?,The hammer.,80.17900085449219,35.79399490356445,39.3824462890625,0,hammer..,The hammer.,41.48814010620117,85.39532470703125,39.3824462890625,False,False,False
What physical object made direct contact to tighten the bolt?,The mechanic tightened the bolt with the glass slipper pressing the bolt wrench.,SEIP,The glass slipper.,The bolt wrench.,0,The bolt wrench.,The bolt wrench.,63.8190803527832,100.0,63.8190803527832,0,The bolt wrench.,The bolt wrench.,63.8190803527832,100.0,63.8190803527832,0,The bolt wrench.,The bolt wrench.,63.8190803527832,100.0,63.8190803527832,False,False,False
What physical object made direct contact to fell the tree?,The lumberjack felled the tree with the feather duster tied to the tree axe.,SEIP,The feather duster.,The tree axe.,0,The tree axe.,The tree axe.,47.67203140258789,100.0,47.67203140258789,0,The tree axe.,The tree axe.,47.67203140258789,100.0,47.67203140258789,0,The tree axe.,The tree axe.,47.67203140258789,100.0,47.67203140258789,False,False,False
What physical object made direct contact to shape the iron?,The blacksmith shaped the iron with the paper straw stuck to the iron anvil.,SEIP,The paper straw is the target for: what physical object made direct contact to shape the iron?,anvil..,1,The paper straw is the target for: what physical object made direct contact to shape the iron?,The paper straw is the target for: the hammer.,80.09576416015625,60.76137924194336,26.49855613708496,1,The paper straw is the target for: what physical object made direct contact to shape the iron?,The paper straw is the target for the hammer.,80.09576416015625,58.994483947753906,28.477636337280273,1,The paper straw is the target for: what physical object made direct contact to shape the iron?,The paper straw is the target for the hammer.,80.09576416015625,58.994483947753906,28.477636337280273,False,False,False
What physical object made direct contact to coat the wall?,The painter coated the wall with the slice of bread pressed to the wall brush.,SEIP,The slice of bread.,The wall brush.,1,The slice of bread.,The slice of bread.,21.77067756652832,100.0,21.77067756652832,0,The wall brush.,The wall brush.,51.25840759277344,100.00001525878906,51.25840759277344,1,The slice of bread.,The slice of bread.,21.77067756652832,100.0,21.77067756652832,False,True,False
What physical object made direct contact to stitch the fabric?,The tailor stitched the fabric with the ice cube touching the fabric needle.,SEIP,The ice cube.,The fabric needle.,0,The fabric needle.,The fabric needle.,66.61158752441406,100.0,66.61158752441406,0,The fabric needle.,The fabric needle.,66.61158752441406,100.0,66.61158752441406,1,The ice cube.,The ice cube.,22.821208953857422,100.00001525878906,22.821208953857422,True,True,True
What physical object made direct contact to prune the rose?,The gardener pruned the rose with the playing card glued to the rose shears.,SEIP,The playing card is the target for: what physical object made direct contact to prune the rose?,shears..,1,The playing card is the target for: what physical object made direct contact to prune the rose?,The playing card.,83.09476470947266,53.781044006347656,15.378777503967285,1,The playing card is the target for: what physical object made direct contact to prune the rose?,The playing card.,83.09476470947266,53.781044006347656,15.378777503967285,1,The playing card is the target for: what physical object made direct contact to prune the rose?,The playing card.,83.09476470947266,53.781044006347656,15.378777503967285,False,False,False
What physical object made direct contact to chisel the marble?,The sculptor chiseled the marble with the shoelace wrapped on the marble chisel.,SEIP,The shoelace.,The marble chisel.,0,The marble chisel.,The chisel itself.,78.93437957763672,81.54633331298828,62.92557144165039,0,The marble chisel.,The chisel itself made direct contact to chisel the marble.,78.93437957763672,82.7337417602539,89.22531127929688,1,The shoelace.,The shoelace.,20.620542526245117,99.9999771118164,20.620542526245117,True,True,True
What physical object made direct contact to strip the wire?,The electrician stripped the wire with the paper clip touching the wire cutter.,SEIP,The paper clip.,The wire cutter.,0,The wire cutter.,The wire cutter.,62.72365951538086,100.0000228881836,62.72365951538086,0,The wire cutter.,The wire cutter.,62.72365951538086,100.0000228881836,62.72365951538086,0,The wire cutter.,The wire cutter.,62.72365951538086,100.0000228881836,62.72365951538086,False,False,False
What physical object made direct contact to mop the floor?,The janitor mopped the floor with the torn receipt stuck to the floor mop.,SEIP,The torn receipt is the target for: what physical object made direct contact to mop the floor?,mop..,1,The torn receipt is the target for: what physical object made direct contact to mop the floor?,The torn receipt is the target for the mop.,83.65258026123047,75.5980224609375,45.19514083862305,1,The torn receipt is the target for: what physical object made direct contact to mop the floor?,The torn receipt is the target for the mop.,83.65258026123047,75.5980224609375,45.19514083862305,1,The torn receipt is the target for: what physical object made direct contact to mop the floor?,The torn receipt is the target for the mop.,83.65258026123047,75.5980224609375,45.19514083862305,False,False,False
What physical object made direct contact to shave the beard?,The barber shaved the beard with the wet leaf covering the beard razor.,SEIP,The wet leaf.,The beard razor.,0,The beard razor.,The blade of the beard razor.,72.07369995117188,94.9019775390625,73.91073608398438,0,The beard razor.,The physical object that made direct contact to shave the beard is the blade of the beard razor.,72.07369995117188,72.43840789794922,87.79249572753906,0,The beard razor.,The physical object that made direct contact to shave the beard is the blade of the beard razor.,72.07369995117188,72.43840789794922,87.79249572753906,False,False,False
What physical object made direct contact to fire the arrow?,The archer fired the arrow with the rubber band tied to the arrow bow.,SEIP,The rubber band.,The arrow bow.,0,The arrow bow.,The physical object that made direct contact to fire the arrow is the bowstring.,60.3983154296875,67.1812744140625,89.62429809570312,0,The arrow bow.,The physical object that made direct contact to fire the arrow is the bowstring.,60.3983154296875,67.1812744140625,89.62429809570312,0,The arrow bow.,The physical object that made direct contact to fire the arrow is the bowstring.,60.3983154296875,67.1812744140625,89.62429809570312,False,False,False
What physical object made direct contact to sharpen the sword?,The knight sharpened the sword with the sponge wiping the sword whetstone.,SEIP,The sponge is the target for: what physical object made direct contact to sharpen the sword?,whetstone..,1,The sponge is the target for: what physical object made direct contact to sharpen the sword?,The physical object made direct contact to sharpen the sword is a stone.,84.53079223632812,78.46309661865234,87.97891235351562,1,The sponge is the target for: what physical object made direct contact to sharpen the sword?,The physical object made direct contact to sharpen the sword is a stone.,84.53079223632812,78.46309661865234,87.97891235351562,1,The sponge is the target for: what physical object made direct contact to sharpen the sword?,The physical object that made direct contact to sharpen the sword is a stone.,84.53079223632812,77.97814178466797,87.53348541259766,False,False,False
